Object ID,Asset ID,Map Label,Asset Name,Asset Type,Asset Subtype,Quantity,Functional Area ID,Property ID,Facility ID,Floor ID,Geom
3769,151005,Bench,Stow Lake Bench,Bench,,5,97464,756668,12857,,"(37.7698774724, -122.47502803)"
3770,151005,Bench,Stow Lake Bench,Bench,,5,97464,756668,12857,,"(37.7702121972, -122.476241074)"
3771,151002,Trash Can,Boathouse Trash Can,Trash Can,,3,10232,756668,178,,"(37.7706431342, -122.477375561)"
3772,151004,Trash Can,Stow Lake Trash Can,Trash Can,,8,97464,756668,12857,,"(37.7664041096, -122.476770068)"
3773,151004,Trash Can,Stow Lake Trash Can,Trash Can,,8,97464,756668,12857,,"(37.7664252789, -122.476641499)"
3774,151004,Trash Can,Stow Lake Trash Can,Trash Can,,8,97464,756668,12857,,"(37.7664146249, -122.476709947)"
3775,151004,Trash Can,Stow Lake Trash Can,Trash Can,,8,97464,756668,12857,,"(37.7664197282, -122.476676759)"
3776,151004,Trash Can,Stow Lake Trash Can,Trash Can,,8,97464,756668,12857,,"(37.7664091169, -122.476742604)"
3777,151004,Trash Can,Stow Lake Trash Can,Trash Can,,8,97464,756668,12857,,"(37.7673525387, -122.476591013)"
3778,151004,Trash Can,Stow Lake Trash Can,Trash Can,,8,97464,756668,12857,,"(37.7673838353, -122.474154864)"
3779,151005,Bench,Stow Lake Bench,Bench,,5,97464,756668,12857,,"(37.7674578698, -122.474097272)"
3780,151005,Bench,Stow Lake Bench,Bench,,5,97464,756668,12857,,"(37.7680370063, -122.472944419)"
3781,151005,Bench,Stow Lake Bench,Bench,,5,97464,756668,12857,,"(37.7695702408, -122.473067151)"
3782,151225,Bench,North Lake Bench,Bench,,7,97715,756670,12866,,"(37.7682627854, -122.50101673)"
3783,151228,Drinking Fountain,North Lake Drinking Fountain,Drinking Fountain,,2,97715,756670,12866,,"(37.7679412283, -122.501884073)"
3784,151224,Trash Can,North Lake Trash Can,Trash Can,,3,97715,756670,12866,,"(37.7685723674, -122.502705812)"
3785,151224,Trash Can,North Lake Trash Can,Trash Can,,3,97715,756670,12866,,"(37.7696525147, -122.503300472)"
3786,151225,Bench,North Lake Bench,Bench,,7,97715,756670,12866,,"(37.7699383326, -122.503426991)"
3787,151225,Bench,North Lake Bench,Bench,,7,97715,756670,12866,,"(37.7708867108, -122.503043857)"
3788,151225,Bench,North Lake Bench,Bench,,7,97715,756670,12866,,"(37.7708821018, -122.502871061)"
3789,151225,Bench,North Lake Bench,Bench,,7,97715,756670,12866,,"(37.7708438483, -122.502976166)"
3790,151225,Bench,North Lake Bench,Bench,,7,97715,756670,12866,,"(37.7710260793, -122.502686427)"
3791,151225,Bench,North Lake Bench,Bench,,7,97715,756670,12866,,"(37.7706085951, -122.502390022)"
3792,151228,Drinking Fountain,North Lake Drinking Fountain,Drinking Fountain,,2,97715,756670,12866,,"(37.7708415692, -122.503036305)"
3793,151227,Picnic Table,North Lake Picnic Table,Table,Picnic,2,97715,756670,12866,,"(37.7708635904, -122.502924423)"
3794,151224,Trash Can,North Lake Trash Can,Trash Can,,3,97715,756670,12866,,"(37.7684972697, -122.500991719)"
3804,151221,Cargo Container,Archery Field Cargo Container,Cargo Container,,1,12504,756670,12503,,"(37.770533182, -122.507771483)"
3805,151372,Picnic Table,Picnic Table across from Golf Course Parking Lot,Table,Picnic,1,93343,756670,93286,,"(37.7696297748, -122.50834571)"
3806,151235,Bench,North West Corner Bench,Bench,,10,93293,756670,93286,,"(37.7705681577, -122.510396397)"
3807,151235,Bench,North West Corner Bench,Bench,,10,93293,756670,93286,,"(37.7706406867, -122.510473749)"
3808,151235,Bench,North West Corner Bench,Bench,,10,93293,756670,93286,,"(37.7705089316, -122.510434893)"
3809,151235,Bench,North West Corner Bench,Bench,,10,93293,756670,93286,,"(37.7705419958, -122.510586565)"
3810,151235,Bench,North West Corner Bench,Bench,,10,93293,756670,93286,,"(37.7707208518, -122.510551307)"
3811,151235,Bench,North West Corner Bench,Bench,,10,93293,756670,93286,,"(37.7708339154, -122.510640982)"
3812,151235,Bench,North West Corner Bench,Bench,,10,93293,756670,93286,,"(37.7711309097, -122.510621754)"
3813,151235,Bench,North West Corner Bench,Bench,,10,93293,756670,93286,,"(37.7710308225, -122.510667165)"
3814,151235,Bench,North West Corner Bench,Bench,,10,93293,756670,93286,,"(37.7709324438, -122.510686958)"
3815,151235,Bench,North West Corner Bench,Bench,,10,93293,756670,93286,,"(37.7712134001, -122.510563035)"
3816,151249,Bench,Beach Chalet Bench,Bench,,2,11869,756670,11825,,"(37.7698363795, -122.509398291)"
3817,151227,Picnic Table,North Lake Picnic Table,Table,Picnic,2,97715,756670,12866,,"(37.767952265, -122.501990931)"
3818,151283,Trash Can,Bercut Picnic Trash Can,Trash Can,,2,94256,756670,95017,,"(37.7670385317, -122.501596837)"
3819,151296,Picnic Table,South Lake Picnic Table,Table,Picnic,1,23463,756670,12868,,"(37.7651354569, -122.499124573)"
3820,151294,Trash Can,South Lake Trash Can,Trash Can,,1,23463,756670,12868,,"(37.7651103616, -122.4991102)"
3821,151289,Bench,South Lake Bench,Bench,,4,23463,756670,12868,,"(37.7651818347, -122.498676831)"
3822,151289,Bench,South Lake Bench,Bench,,4,23463,756670,12868,,"(37.7651383294, -122.498931451)"
3823,151285,Trash Can,South Lake Parking Lot Trash Can,Trash Can,,1,392,756670,12869,,"(37.7660993699, -122.499610258)"
3824,151288,Bench,Middle Lake Bench,Bench,,1,97779,756670,97778,,"(37.7667437602, -122.499214743)"
3825,151405,Bench,Bench near Fly Casting Pool,Bench,,1,94307,756669,94273,,"(37.7666710739, -122.497933811)"
3826,151298,Bench,Bench @ MLK and Chain of Lakes Dr,Bench,,1,93324,756670,93295,,"(37.7651751258, -122.501023954)"
3827,151289,Bench,South Lake Bench,Bench,,4,23463,756670,12868,,"(37.7650603602, -122.500480193)"
3828,151289,Bench,South Lake Bench,Bench,,4,23463,756670,12868,,"(37.7656149001, -122.500168682)"
3829,151406,Bench,Bench near Sunset Treatment Plant,Bench,,1,93300,756670,93299,,"(37.7651906946, -122.507680621)"
3830,151303,Trash Can,Beach Chalet DG Path Trash Can,Trash Can,,2,94206,756670,93299,,"(37.7651197119, -122.509607092)"
3831,151264,Picnic Table,Lincoln Ave CPA Picnic Table,Table,Picnic,4,10432,756670,10427,,"(37.7646761536, -122.505452638)"
3832,151264,Picnic Table,Lincoln Ave CPA Picnic Table,Table,Picnic,4,10432,756670,10427,,"(37.7646661401, -122.505321208)"
3833,151265,Trash Can,Lincoln Ave CPA Trash Can,Trash Can,,2,10432,756670,10427,,"(37.7645415123, -122.505086385)"
3834,151265,Trash Can,Lincoln Ave CPA Trash Can,Trash Can,,2,10432,756670,10427,,"(37.7645399967, -122.505055482)"
3835,151303,Trash Can,Beach Chalet DG Path Trash Can,Trash Can,,2,94206,756670,93299,,"(37.7674905233, -122.509922053)"
3836,151251,Trash Can,Chalet Clubhouse Trash Can,Trash Can,,4,94264,756670,94262,,"(37.7674025189, -122.507823185)"
3837,151251,Trash Can,Chalet Clubhouse Trash Can,Trash Can,,4,94264,756670,94262,,"(37.7674293776, -122.507826995)"
3838,151251,Trash Can,Chalet Clubhouse Trash Can,Trash Can,,4,94264,756670,94262,,"(37.7674488972, -122.507830606)"
3839,151251,Trash Can,Chalet Clubhouse Trash Can,Trash Can,,4,94264,756670,94262,,"(37.7674660227, -122.507831069)"
3840,151299,Bench,Bench @ JFK and Bernice Rodgers,Bench,,1,95610,756670,249,,"(37.7670158628, -122.506382112)"
3841,151239,Bench,Dutch Windmill Bench,Bench,,5,95818,756670,12506,,"(37.7703981338, -122.509301316)"
3842,151239,Bench,Dutch Windmill Bench,Bench,,5,95818,756670,12506,,"(37.7703756806, -122.509325941)"
3843,151239,Bench,Dutch Windmill Bench,Bench,,5,95818,756670,12506,,"(37.7703590836, -122.509359557)"
3844,151239,Bench,Dutch Windmill Bench,Bench,,5,95818,756670,12506,,"(37.7703156948, -122.50937857)"
3845,151239,Bench,Dutch Windmill Bench,Bench,,5,95818,756670,12506,,"(37.7702888171, -122.509369011)"
3846,151244,Bench,Tulip Garden Bench,Bench,,4,97582,756670,10459,,"(37.7700673817, -122.50931634)"
3847,151244,Bench,Tulip Garden Bench,Bench,,4,97582,756670,10459,,"(37.7700616339, -122.509301045)"
3848,151244,Bench,Tulip Garden Bench,Bench,,4,97582,756670,10459,,"(37.7700334854, -122.509248555)"
3849,151244,Bench,Tulip Garden Bench,Bench,,4,97582,756670,10459,,"(37.7700267134, -122.509234494)"
3850,151242,Trash Can,Dutch Windmill Trash Can,Trash Can,,1,95818,756670,12506,,"(37.7701249288, -122.50946551)"
3851,151246,Park Sign,Tulip Garden Sign,Sign,Park,1,97582,756670,10459,,"(37.7700274872, -122.509189095)"
3852,151281,Cargo Container,Bercut Picnic Cargo Container,Cargo Container,,3,94256,756670,95017,,"(37.7665053373, -122.503051939)"
3853,151281,Cargo Container,Bercut Picnic Cargo Container,Cargo Container,,3,94256,756670,95017,,"(37.7667687442, -122.502719009)"
3854,151281,Cargo Container,Bercut Picnic Cargo Container,Cargo Container,,3,94256,756670,95017,,"(37.7667214361, -122.502784651)"
3855,151280,Picnic Table,Bercut Picnic Table,Table,Picnic,1,94256,756670,95017,,"(37.7665385063, -122.502404401)"
3856,151283,Trash Can,Bercut Picnic Trash Can,Trash Can,,2,94256,756670,95017,,"(37.766493358, -122.50247883)"
3857,151260,Bench,Lincoln Ave CPA Bench,Bench,,4,10432,756670,10427,,"(37.7647639389, -122.505189286)"
3858,151260,Bench,Lincoln Ave CPA Bench,Bench,,4,10432,756670,10427,,"(37.7648358781, -122.505200314)"
3859,151260,Bench,Lincoln Ave CPA Bench,Bench,,4,10432,756670,10427,,"(37.7648603223, -122.505176745)"
3860,151260,Bench,Lincoln Ave CPA Bench,Bench,,4,10432,756670,10427,,"(37.7648751013, -122.505155944)"
3861,151264,Picnic Table,Lincoln Ave CPA Picnic Table,Table,Picnic,4,10432,756670,10427,,"(37.7646790389, -122.504923063)"
3862,151264,Picnic Table,Lincoln Ave CPA Picnic Table,Table,Picnic,4,10432,756670,10427,,"(37.7647510398, -122.504831597)"
3863,151263,Drinking Fountain,Lincoln Ave CPA Drinking Fountain,Drinking Fountain,,1,10432,756670,10427,,"(37.7647293653, -122.50486385)"
3864,151249,Bench,Beach Chalet Bench,Bench,,2,11869,756670,11825,,"(37.7702210294, -122.510680615)"
3865,151250,Trash Can,Beach Chalet Trash Can,Trash Can,,1,94264,756670,94262,,"(37.7694236207, -122.510368122)"
3866,151068,Bench,Lloyd Lake Bench,Bench,,4,94312,756669,94273,,"(37.7708904107, -122.481032349)"
3867,151067,Trash Can,Lloyd Lake Trash Can,Trash Can,,1,94301,756669,94273,,"(37.7701550939, -122.481804368)"
3868,151064,Drinking Fountain,JFK @ Transverse Drive Drinking Fountain,Drinking Fountain,,1,94301,756669,94273,,"(37.7705569231, -122.480141195)"
3869,151065,Park Sign,JFK @ Transverse Drive Sign,Sign,,1,94372,756668,94364,,"(37.7706408672, -122.479973111)"
3870,151068,Bench,Lloyd Lake Bench,Bench,,4,94312,756669,94273,,"(37.7703938869, -122.482726255)"
3871,151068,Bench,Lloyd Lake Bench,Bench,,4,94312,756669,94273,,"(37.7703042553, -122.482384421)"
3872,151068,Bench,Lloyd Lake Bench,Bench,,4,94312,756669,94273,,"(37.7702183402, -122.482246952)"
3873,151066,Bench,Lloyd Lake Bench,Bench,,1,94301,756669,94273,,"(37.7702755424, -122.482957402)"
3874,151066,Bench,Lloyd Lake Bench,Bench,,1,94301,756669,94273,,"(37.7701951318, -122.482492653)"
3875,151073,Picnic Table,Lindley Meadow Picnic Table,Table,Picnic,17,100953,756669,100952,,"(37.7698159858, -122.492062547)"
3876,151073,Picnic Table,Lindley Meadow Picnic Table,Table,Picnic,17,100953,756669,100952,,"(37.7698193591, -122.492415658)"
3877,151073,Picnic Table,Lindley Meadow Picnic Table,Table,Picnic,17,100953,756669,100952,,"(37.7698062408, -122.492823241)"
3878,151073,Picnic Table,Lindley Meadow Picnic Table,Table,Picnic,17,100953,756669,100952,,"(37.7698073676, -122.49275659)"
3879,151074,Grill,Lindley Meadow Grill,Grill,,17,100953,756669,100952,,"(37.7702942712, -122.488085387)"
3880,151074,Grill,Lindley Meadow Grill,Grill,,17,100953,756669,100952,,"(37.7703864713, -122.488016853)"
3881,151209,Bench,Bison Paddock Bench,Bench,,2,12813,756669,12812,,"(37.7689854763, -122.497991862)"
3882,151209,Bench,Bison Paddock Bench,Bench,,2,12813,756669,12812,,"(37.7690988538, -122.497542661)"
3883,151270,Bench,Fly Casting Pool Bench,Bench,,10,94351,756669,12870,,"(37.7674302716, -122.497574425)"
3884,151270,Bench,Fly Casting Pool Bench,Bench,,10,94351,756669,12870,,"(37.7678408747, -122.497476578)"
3885,151270,Bench,Fly Casting Pool Bench,Bench,,10,94351,756669,12870,,"(37.7677839459, -122.497564411)"
3886,151271,Picnic Table,Fly Casting Pool Picnic Table,Table,Picnic,2,94351,756669,12870,,"(37.7678331119, -122.49754771)"
3887,151270,Bench,Fly Casting Pool Bench,Bench,,10,94351,756669,12870,,"(37.7678317889, -122.497168442)"
3888,151270,Bench,Fly Casting Pool Bench,Bench,,10,94351,756669,12870,,"(37.7678370085, -122.497001119)"
3889,151270,Bench,Fly Casting Pool Bench,Bench,,10,94351,756669,12870,,"(37.7678353879, -122.496956018)"
3890,151270,Bench,Fly Casting Pool Bench,Bench,,10,94351,756669,12870,,"(37.7678362017, -122.496907979)"
3891,151270,Bench,Fly Casting Pool Bench,Bench,,10,94351,756669,12870,,"(37.767831259, -122.496355142)"
3892,151270,Bench,Fly Casting Pool Bench,Bench,,10,94351,756669,12870,,"(37.7678320218, -122.496310106)"
3893,151271,Picnic Table,Fly Casting Pool Picnic Table,Table,Picnic,2,94351,756669,12870,,"(37.7678322696, -122.496436273)"
3894,151270,Bench,Fly Casting Pool Bench,Bench,,10,94351,756669,12870,,"(37.7672842687, -122.496691886)"
3895,151167,Picnic Table,Marx Meadow Picnic Table,Table,Picnic,7,445,756669,12808,,"(37.7715278417, -122.484311555)"
3896,151167,Picnic Table,Marx Meadow Picnic Table,Table,Picnic,7,445,756669,12808,,"(37.7714800914, -122.484127987)"
3897,151167,Picnic Table,Marx Meadow Picnic Table,Table,Picnic,7,445,756669,12808,,"(37.7715097491, -122.484863534)"
3898,151167,Picnic Table,Marx Meadow Picnic Table,Table,Picnic,7,445,756669,12808,,"(37.7713479047, -122.485411938)"
3899,151167,Picnic Table,Marx Meadow Picnic Table,Table,Picnic,7,445,756669,12808,,"(37.7710409527, -122.485514878)"
3900,151167,Picnic Table,Marx Meadow Picnic Table,Table,Picnic,7,445,756669,12808,,"(37.7712162218, -122.485726837)"
3901,151167,Picnic Table,Marx Meadow Picnic Table,Table,Picnic,7,445,756669,12808,,"(37.7709632403, -122.486164658)"
3902,151069,Picnic Table,Speedway Meadow Picnic Table,Table,Picnic,20,448,756669,12804,,"(37.7694786143, -122.483277278)"
3903,151069,Picnic Table,Speedway Meadow Picnic Table,Table,Picnic,20,448,756669,12804,,"(37.7694308947, -122.483279008)"
3904,151069,Picnic Table,Speedway Meadow Picnic Table,Table,Picnic,20,448,756669,12804,,"(37.7694599598, -122.483393931)"
3905,151069,Picnic Table,Speedway Meadow Picnic Table,Table,Picnic,20,448,756669,12804,,"(37.7694051915, -122.483389465)"
3906,151069,Picnic Table,Speedway Meadow Picnic Table,Table,Picnic,20,448,756669,12804,,"(37.7693045404, -122.483561002)"
3907,151069,Picnic Table,Speedway Meadow Picnic Table,Table,Picnic,20,448,756669,12804,,"(37.7692835437, -122.483533408)"
3908,151069,Picnic Table,Speedway Meadow Picnic Table,Table,Picnic,20,448,756669,12804,,"(37.7691799111, -122.483882092)"
3909,151069,Picnic Table,Speedway Meadow Picnic Table,Table,Picnic,20,448,756669,12804,,"(37.7691229099, -122.483868554)"
3910,151069,Picnic Table,Speedway Meadow Picnic Table,Table,Picnic,20,448,756669,12804,,"(37.7691287973, -122.483943808)"
3911,151069,Picnic Table,Speedway Meadow Picnic Table,Table,Picnic,20,448,756669,12804,,"(37.7691448053, -122.484551017)"
3912,151069,Picnic Table,Speedway Meadow Picnic Table,Table,Picnic,20,448,756669,12804,,"(37.769075122, -122.484441017)"
3913,151069,Picnic Table,Speedway Meadow Picnic Table,Table,Picnic,20,448,756669,12804,,"(37.7690334917, -122.484505989)"
3914,151069,Picnic Table,Speedway Meadow Picnic Table,Table,Picnic,20,448,756669,12804,,"(37.7689603923, -122.485023704)"
3915,151069,Picnic Table,Speedway Meadow Picnic Table,Table,Picnic,20,448,756669,12804,,"(37.7689963456, -122.485012649)"
3916,151069,Picnic Table,Speedway Meadow Picnic Table,Table,Picnic,20,448,756669,12804,,"(37.7694705998, -122.485028327)"
3917,151069,Picnic Table,Speedway Meadow Picnic Table,Table,Picnic,20,448,756669,12804,,"(37.7694833764, -122.484977603)"
3918,151069,Picnic Table,Speedway Meadow Picnic Table,Table,Picnic,20,448,756669,12804,,"(37.7689665379, -122.485225127)"
3919,151069,Picnic Table,Speedway Meadow Picnic Table,Table,Picnic,20,448,756669,12804,,"(37.7690070065, -122.485229213)"
3920,151069,Picnic Table,Speedway Meadow Picnic Table,Table,Picnic,20,448,756669,12804,,"(37.7691494126, -122.485410246)"
3921,151069,Picnic Table,Speedway Meadow Picnic Table,Table,Picnic,20,448,756669,12804,,"(37.7691477876, -122.485365146)"
3922,151071,Drinking Fountain,Speedway Meadow Drinking Fountain,Drinking Fountain,,1,448,756669,12804,,"(37.7694830667, -122.484854435)"
3923,151070,Grill,Speedway Meadow Grill,Grill,,9,448,756669,12804,,"(37.7694504711, -122.485090871)"
3924,151070,Grill,Speedway Meadow Grill,Grill,,9,448,756669,12804,,"(37.7694543761, -122.483300662)"
3925,151070,Grill,Speedway Meadow Grill,Grill,,9,448,756669,12804,,"(37.7694221788, -122.483371895)"
3926,151070,Grill,Speedway Meadow Grill,Grill,,9,448,756669,12804,,"(37.7692782713, -122.483563305)"
3927,151070,Grill,Speedway Meadow Grill,Grill,,9,448,756669,12804,,"(37.7691923558, -122.483958742)"
3928,151070,Grill,Speedway Meadow Grill,Grill,,9,448,756669,12804,,"(37.7690459375, -122.484455946)"
3929,151070,Grill,Speedway Meadow Grill,Grill,,9,448,756669,12804,,"(37.7689849122, -122.485049388)"
3930,151070,Grill,Speedway Meadow Grill,Grill,,9,448,756669,12804,,"(37.7691633085, -122.485373122)"
3931,151070,Grill,Speedway Meadow Grill,Grill,,9,448,756669,12804,,"(37.7689962173, -122.485193925)"
3932,151309,Bench,Metson Lake Bench,Bench,,5,23441,756669,12864,,"(37.7669732409, -122.488981396)"
3933,151309,Bench,Metson Lake Bench,Bench,,5,23441,756669,12864,,"(37.7670395034, -122.488875946)"
3934,151309,Bench,Metson Lake Bench,Bench,,5,23441,756669,12864,,"(37.7674369223, -122.488711129)"
3935,151309,Bench,Metson Lake Bench,Bench,,5,23441,756669,12864,,"(37.7667378662, -122.489478717)"
3936,151309,Bench,Metson Lake Bench,Bench,,5,23441,756669,12864,,"(37.7666887223, -122.490097995)"
3937,151202,Bench,Model Yacht Bench,Bench,,1,10254,756669,173,,"(37.7702912522, -122.495766094)"
3938,151000,Picnic Table,Boathouse Picnic Area,Table,Picnic,8,12875,756668,12874,,"(37.7708898238, -122.477808936)"
3939,151001,Grill,Boathouse Grill,Grill,,2,12875,756668,12874,,"(37.7708375663, -122.477769869)"
3940,151001,Grill,Boathouse Grill,Grill,,2,12875,756668,12874,,"(37.77086921, -122.477666374)"
3941,151002,Trash Can,Boathouse Trash Can,Trash Can,,3,10232,756668,178,,"(37.7706511237, -122.47729539)"
3942,151002,Trash Can,Boathouse Trash Can,Trash Can,,3,10232,756668,178,,"(37.7706313916, -122.477374567)"
3943,151305,Picnic Table,Glen Eagle Picnic Table,Table,Picnic,4,10325,756668,12861,,"(37.7673070236, -122.486140364)"
3944,151305,Picnic Table,Glen Eagle Picnic Table,Table,Picnic,4,10325,756668,12861,,"(37.7673299828, -122.485638525)"
3945,151306,Grill,Glen Eagle Grill,Grill,,3,10325,756668,12861,,"(37.7673937783, -122.486156388)"
3946,151307,Trash Can,Glen Eagle Trash Can,Trash Can,,4,10325,756668,12861,,"(37.7673797702, -122.485552677)"
3947,151307,Trash Can,Glen Eagle Trash Can,Trash Can,,4,10325,756668,12861,,"(37.7674017885, -122.48558385)"
3948,151307,Trash Can,Glen Eagle Trash Can,Trash Can,,4,10325,756668,12861,,"(37.7673455791, -122.485523365)"
3949,151418,Trash Can,25th & JFK Trash Can,Trash Can,,2,94426,756668,94365,,"(37.7666173267, -122.482287718)"
3950,149384,Trash Can,Sharon Meadow Trash Can,Trash Can,,10,229,756665,12797,,"(37.7695890693, -122.457275505)"
3951,149367,Cargo Container,Bowling Green Cargo Container,Cargo Container,,2,96055,756666,11629,,"(37.7687379319, -122.458659418)"
3952,149367,Cargo Container,Bowling Green Cargo Container,Cargo Container,,2,96055,756666,11629,,"(37.7687424998, -122.458628855)"
3953,149368,Drinking Fountain,Bowling Green Drinking Fountain,Drinking Fountain,,1,96055,756666,11629,,"(37.7691743033, -122.458783432)"
3954,149366,Trash Can,East Entrance Bathroom Trash Can,Trash Can,,1,93234,756665,12855,,"(37.7701480797, -122.454901968)"
3955,144976,Bench,Asphalt Hardscaped Area Benches,Bench,,12,138294,111,36285,,"(37.8029991822, -122.448967889)"
3956,144976,Bench,Asphalt Hardscaped Area Benches,Bench,,12,138294,111,36285,,"(37.8036425869, -122.448683401)"
3958,144976,Bench,Asphalt Hardscaped Area Benches,Bench,,12,138294,111,36285,,"(37.8019379151, -122.447394407)"
3959,144976,Bench,Asphalt Hardscaped Area Benches,Bench,,12,138294,111,36285,,"(37.8021741773, -122.447124258)"
3960,144976,Bench,Asphalt Hardscaped Area Benches,Bench,,12,138294,111,36285,,"(37.8026797843, -122.447054391)"
3961,144976,Bench,Asphalt Hardscaped Area Benches,Bench,,12,138294,111,36285,,"(37.8030251313, -122.447114099)"
3962,144976,Bench,Asphalt Hardscaped Area Benches,Bench,,12,138294,111,36285,,"(37.8030665452, -122.447121725)"
3963,144976,Bench,Asphalt Hardscaped Area Benches,Bench,,12,138294,111,36285,,"(37.8031174726, -122.447129012)"
3965,144976,Bench,Asphalt Hardscaped Area Benches,Bench,,12,138294,111,36285,,"(37.8038513836, -122.447322539)"
3966,144976,Bench,Asphalt Hardscaped Area Benches,Bench,,12,138294,111,36285,,"(37.8040679492, -122.447497279)"
3967,144982,Trash Can,Concrete Pathway Trash Cans,Trash Can,,3,90511,111,36285,,"(37.8017056898, -122.447917672)"
3968,144978,Drinking Fountain,Concrete Pathway Drinking Fountain,Drinking Fountain,,1,90511,111,36285,,"(37.8016873025, -122.447912474)"
3969,144982,Trash Can,Concrete Pathway Trash Cans,Trash Can,,3,90511,111,36285,,"(37.8016761048, -122.447962671)"
3973,144982,Trash Can,Concrete Pathway Trash Cans,Trash Can,,3,90511,111,36285,,"(37.8017323338, -122.447703047)"
3974,144981,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,,10,138294,111,36285,,"(37.8019331276, -122.447423456)"
3975,144981,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,,10,138294,111,36285,,"(37.8019434948, -122.447363341)"
3976,144981,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,,10,138294,111,36285,,"(37.8021486232, -122.44713709)"
3977,144981,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,,10,138294,111,36285,,"(37.8022036373, -122.447115961)"
3978,144981,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,,10,138294,111,36285,,"(37.8026621481, -122.447037921)"
3979,144981,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,,10,138294,111,36285,,"(37.8026975656, -122.447076806)"
3980,144981,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,,10,138294,111,36285,,"(37.8030093617, -122.447104661)"
3981,144981,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,,10,138294,111,36285,,"(37.8031381668, -122.447135373)"
3982,144983,Trash Can,Turf Trash Cans,Trash Can,,1,11912,111,11768,,"(37.8041467799, -122.447413767)"
3983,144977,Bench,Turf Benches,Bench,,1,11912,111,11768,,"(37.8041615242, -122.447416143)"
3984,144980,Trash Can,Perennial Bed Trash Cans,Trash Can,,3,90551,111,11768,,"(37.8027665277, -122.448933776)"
3986,144976,Bench,Asphalt Hardscaped Area Benches,Bench,,12,138294,111,36285,,"(37.8038962606, -122.448621412)"
3987,144976,Bench,Asphalt Hardscaped Area Benches,Bench,,12,138294,111,36285,,"(37.8038861336, -122.448603852)"
3993,144981,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,,10,138294,111,36285,,"(37.8040367056, -122.448668753)"
3994,144981,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,,10,138294,111,36285,,"(37.8040136524, -122.448753454)"
4001,144979,Dumpster,Rear Parking Lot Dumpsters,Dumpster,,3,100940,111,391,,"(37.8027998389, -122.449962899)"
4002,144979,Dumpster,Rear Parking Lot Dumpsters,Dumpster,,3,100940,111,391,,"(37.8028290115, -122.449982131)"
4003,144979,Dumpster,Rear Parking Lot Dumpsters,Dumpster,,3,100940,111,391,,"(37.8028542008, -122.450006533)"
4004,144980,Trash Can,Perennial Bed Trash Cans,Trash Can,,3,90551,111,11768,,"(37.8035704568, -122.448752786)"
4025,148542,Bag Dispenser,Turf Area Bag Dispenser,Bag Dispenser,,2,276,101,293,,"(37.7732911157, -122.471444849)"
4026,148542,Bag Dispenser,Turf Area Bag Dispenser,Bag Dispenser,,2,276,101,293,,"(37.774876197, -122.472297707)"
4027,148541,Bag Dispenser,Turf Area Bag Dispenser,Bag Dispenser,,2,285,101,293,,"(37.7751921673, -122.471539072)"
4028,148541,Bag Dispenser,Turf Area Bag Dispenser,Bag Dispenser,,2,285,101,293,,"(37.7767151735, -122.472435688)"
4029,146894,Trash Can,Brick Pathway Trash Cans,Trash Can,,4,93267,59481,59486,,"(37.7758704053, -122.424470426)"
4030,146883,Drinking Fountain,Concrete Path Drinking Foutains,Drinking Fountain,,1,59493,59481,59486,,"(37.7759465957, -122.424454275)"
4031,146882,Bench,Brick Pathway Benches,Bench,,19,93267,59481,59486,,"(37.7759979273, -122.424467688)"
4032,146882,Bench,Brick Pathway Benches,Bench,,19,93267,59481,59486,,"(37.7759682206, -122.424280135)"
4034,146894,Trash Can,Brick Pathway Trash Cans,Trash Can,,4,93267,59481,59486,,"(37.7759062438, -122.424257888)"
4035,146882,Bench,Brick Pathway Benches,Bench,,19,93267,59481,59486,,"(37.7760211905, -122.424291073)"
4037,146882,Bench,Brick Pathway Benches,Bench,,19,93267,59481,59486,,"(37.7760537016, -122.424478196)"
4039,146882,Bench,Brick Pathway Benches,Bench,,19,93267,59481,59486,,"(37.7760769657, -122.424301581)"
4040,146882,Bench,Brick Pathway Benches,Bench,,19,93267,59481,59486,,"(37.7761295448, -122.424312005)"
4041,146882,Bench,Brick Pathway Benches,Bench,,19,93267,59481,59486,,"(37.776106256, -122.42449013)"
4042,146894,Trash Can,Brick Pathway Trash Cans,Trash Can,,4,93267,59481,59486,,"(37.7761789718, -122.42432389)"
4044,146882,Bench,Brick Pathway Benches,Bench,,19,93267,59481,59486,,"(37.7761808938, -122.424446753)"
4045,146882,Bench,Brick Pathway Benches,Bench,,19,93267,59481,59486,,"(37.7761886701, -122.424386539)"
4046,146882,Bench,Brick Pathway Benches,Bench,,19,93267,59481,59486,,"(37.7762726986, -122.424404324)"
4047,146882,Bench,Brick Pathway Benches,Bench,,19,93267,59481,59486,,"(37.7762645397, -122.424463521)"
